正文 nz
后 f
就 d
回去 v
当 t
农民 n
了 ul
― x
― x
没有 v
考上 v
高中 s
。 x
他 r
十八岁 m
就 d
结婚 v
了 ul
。 x
结婚 v
那天 r
， x
他 r
请 v
我们 r
在 p
小学 n
同过 c
学 v
的 uj
人 n
去 v
“ x
过 ug
事情 n
” x
。 x
十几个 m
小时候 n
一块 m
玩 v
大 a
的 uj
青年 t
聚在一起 i
， x
其间 r
除过 p
我 r
和 c
薛峰 x
上 f
高中 s
， x
他们 r
现在 t
全都 n
当 t
了 ul
农民 n
。 x
严格说来 l
， x
我们 r
当时 t
还 d
都 d
是 v
孩子 n
， x
却 d
为 p
我们 r
其中 r
的 uj
一个 m
举行 v
婚礼 n
了 ul
。 x
大家 n
聚在一起 i
， x
百感交集 n
。 x
有 v
一个 m
同学 n
说 v
， x
如果 c
农村 n
教育 vn
条件 n
好 a
一些 m
， x
大家 n
说不定 l
现在 t
还 d
都 d
在 p
读书 n
， x
可是 c
… x
… x
他 r
说 v
着 uz
便 d
哭 v
了 ul
， x
结果 n
惹 v
得 ud
所有 b
的 uj
人 n
都 d
哭 v
了 ul
， x
使得 v
这场 mq
喜事 v
办 v
得 ud
像 v
丧事 v
一样 r
。 x
办喜事 n
的 uj
那个 r
同学 n
的 uj
父亲 n
把 p
我们 r
臭骂 v
了 ul
一通 m
。 x
回校 n
以后 f
， x
我 r
和 c
薛峰 x
谈起 v
这件 mq
事 n
， x
都 d
很 d
伤心 n
。 x
薛峰 x
当时 t
说 v
： x
“ x
郑小芳 x
， x
你 r
将来 t
还是 c
上 f
林业 n
学院 n
， x
让 v
我 r
上 v
师范大学 n
。 x
毕业 n
后 f
咱们 r
回来 v
， x
你 r
给 p
咱 r
栽树 n
， x
我 r
要 v
为 p
改变 v
咱们 r
山区 ns
落后 a
的 uj
教育 vn
出 v
一把 m
力 n
。 x
我 r
要 v
当 p
中学教师 nt
， x
将来 t
最好 a
能 v
当 p
个 m
中学校长 n
。 x
我 r
要 v
鼓励 v
我 r
的 uj
所有 b
学生 n
都 d
报考 v
师范大学 n
， x
让 v
他们 r
回来 v
发展 vn
咱 r
山区 ns
的 uj
教育 vn
事业 n
… x
… x
你 r
将来 t
当 t
个 q
林业 n
站长 v
什么 r
的 uj
… x
… x
” x
我 r
当时 t
心里 s
在 p
充满 a
了 ul
多么 r
巨大 a
的 uj
激情 n
！ x
虽然 c
我们 r
是 v
两个 m
孩子 n
， x
但 c
我们 r
能 v
为 p
自己 r
认识 v
到 v
自己 r
应该 v
肩负起 l
什么样 r
的 uj
巨大 a
的 uj
责任 n
而 c
感到 v
幸福 a
和 c
自豪 n
。 x
说实话 l
， x
这 r
一切 r
使 v
我们 r
从那时起 l
， x
心里 s
就 d
充满 a
了为 v
某种 r
事业 n
献身 v
的 uj
庄严 a
感 v
。 x
它 r
甚至 d
改变 v
了 ul
我们 r
的 uj
性情 n
， x
使 v
我人 r
不再 d
像 v
过去 t
那样 r
任性 n
的 uj
孩子气 n
了 ul
。 x
我们 r
拼命 v
学习 v
， x
眼睛 n
盯 v
着 uz
我们 r
的 uj
未来 t
… x
… x
我们 r
如愿 v
地 uv
实现 v
了 ul
自己 r
的 uj
理想 n
， x
考上 v
了 ul
大学 n
。 x
可是 c
现在 t
， x
薛峰 x
却 d
猛然 d
要 v
皈依 v
另外 c
一种 m
生活 vn
信仰 n
了 ul
。 x
是 v
猛然 d
吗 y
？ x
细细 a
想 v
起来 v
， x
他 r
身上 s
这种 r
弯化 v
的 uj
迹象 n
早已 d
开始 v
显露 v
， x
只不过 c
是 v
爱情 n
那 r
绚丽 a
的 uj
面纱 n
遮住 v
了 ul
我 r
的 uj
睛情 n
， x
使 v
我 r
没有 v
认真 ad
地 uv
看待 v
这些 r
。 x
这些 r
迹象 n
是 v
什么 r
呢 y
？ x
具体 a
的 uj
例子 n
我 r
现在 t
几乎 d
举不 i
出来 v
。 x
但 c
我 r
肯定 v
早已 d
察觉到 l
了 ul
他 r
身上 s
所 c
表现 v
出来 v
的 uj
那些 r
变化 vn
。 x
我 r
的 uj
过错 v
在于 v
未能 v
及时 c
向 p
他 r
指出 v
并且 c
帮助 v
他 r
认识 v
和 c
克服 v
这些 r
不良倾向 i
。 x
结果 n
导致 v
了 ul
现在 t
这样 r
一种 m
局面 n
。 x
我 r
知道 v
， x
现在 t
对 p
他 r
来说 u
， x
重要 a
的 uj
还 d
不是 c
留 v
不留 v
城市 ns
的 uj
问题 n
， x
而是 c
像 v
通常 d
人们 n
说 v
的 uj
： x
应该 v
怎样 r
做人 n
。 x
无疑 d
， x
在我看来 l
， x
一种 m
有害 a
的 uj
东西 ns
已经 d
渗入 v
了 ul
他 r
的 uj
意识 n
。 x
那天 r
在 p
水渠 n
边 d
， x
我 r
发现 v
他 r
的 uj
眼睛 n
都 d
有点 n
混 v
混浊 a
浊 an
的 uj
样子 n
。 x
这 r
多么 r
叫 v
人 n
害怕 v
， x
叫 v
人 n
难过 v
。 x
我 r
知道 v
， x
这样 r
下去 t
， x
他 r
说不定 l
将来 t
会 v
变成 v
一个 m
设机钻营 x
、 x
玩世不恭 i
的 uj
市侩 n
！ x
我 r
决定 v
明天 t
找 v
他 r
再 d
好好 d
谈谈 vn
。 x
是 v
的 uj
， x
本来 t
今天 t
就 d
应该 v
去 v
， x
但 c
系里 q
要 v
开 v
干部 n
会 v
， x
我 r
是 v
班长 n
， x
必须 d
参加 v
。 x
下午 t
开完 v
会 v
， x
我 r
从 p
会议室 n
出来 v
， x
看见 v
李虹 x
正 d
急匆匆 z
推 v
着 uz
她 r
的 uj
自行车 n
从 p
对面 n
过来 t
。 x
我 r
和 c
她 r
打招呼 v
， x
她 r
却 d
把头 v
扭 v
到 v
一边 d
不理 v
我 r
。 x
我 r
看见 v
她 r
一脸 m
怒气 n
从 p
我 r
身边 s
过去 t
了 ul
。 x
我 r
感到 v
非常 d
惊讶 a
。 x
李虹 x
为 p
哈 ns
这样 r
对待 v
我 r
？ x
我 r
心想 n
， x
是不是 l
她 r
家里 s
出 v
了 ul
啥事 r
， x
以致 c
无心 v
和 c
我 r
说话 v
？ x
我 r
很快 d
打 v
问 n
明白 nr
了 ul
： x
她 r
那 r
反常 d
的 uj
情绪 n
原来 d
还是 c
因为 c
我 r
。 x
有人 r
告诉 v
我 r
： x
现在 t
大家 n
都 d
纷纷 d
传说 n
我 r
又 d
突然 ad
改变 v
主意 n
， x
要 v
留校 v
了 ul
， x
因此 c
又 d
把 p
已经 d
确定 v
留校 v
的 uj
李虹 x
分配 vn
到 v
了 ul
离 v
省城 n
不远 d
的 uj
一个 m
山区 ns
林场 n
； x
而 c
原来 d
想 v
去 v
那个 r
林场 n
的 uj
一个 m
男同学 n
， x
却 d
被 p
分配 vn
到 v
了 ul
我 r
原来 d
要求 v
去 v
的 uj
那个 r
沙漠 n
地区 n
。 x
受到 v
伤害 a
的 uj
这 r
两位 m
同学 n
， x
原来 d
都 d
和 c
我 r
关系 n
很 d
好 a
。 x
可是 c
， x
现在 t
一下子 m
就 d
变成 v
了 ul
我 r
的 uj
仇人 n
。 x
他俩 r
降过 v
在 p
班上 s
的 uj
同学 n
中间 f
散布 v
我 r
的 uj
各种 r
谣言 n
外 f
， x
同时 c
骑 v
着 uz
车子 n
到处 d
告 v
我 r
的 uj
状 n
， x
并且 c
要求 v
组织 v
重新 a
恢复 v
他们 r
曾经 d
得到 v
过 ug
的 uj
东西 ns
， x
否则 c
， x
决不罢休 i
！ x
刹那间 t
， x
一贯 m
在 p
同学 n
们 k
中间 f
受到 v
尊敬 v
的 uj
我 r
， x
马上 d
就 d
变成 v
了 ul
一个 m
伪君子 n
、 x
假 n
先进 a
。 x
我 r
受到 v
了 ul
普遍 ad
的 uj
讥讽 v
、 x
挖若 v
和 c
攻击 v
。 x
天 q
啊 y
， x
这 r
是 v
怎一 r
回事 v
？ x
我 r
糊涂 a
了 ul
： x
是 v
谁 r
又 d
把 p
我 r
留在 v
了 ul
学校 n
呢 y
？ x
而 c
这个 r
变化 vn
事先 d
根本 a
没有 v
征求 v
过 ug
我 r
的 uj
意见 n
！ x
后来 t
， x
我 r
才 d
一下子 m
明白 nr
了 ul
这 r
是 v
怎么 r
一 m
回事 v
。 x
是 v
的 uj
， x
这 r
肯定 v
是 v
薛峰 x
利用 n
岳志明 x
母亲 n
的 uj
关系 n
而 c
干出 v
的 uj
事 n
！ x
气愤 n
和 c
委屈 v
顿 q
进 v
填满 v
了 ul
我 r
的 uj
胸膛 n
。 x
这种 r
可耻 a
的 uj
做法 v
， x
已经 d
严重 a
地 uv
损害 v
了 ul
我 r
的 uj
人格 n
― x
― x
而 c
这 r
一点 m
我 r
一贯 m
看得 v
比 p
什么 r
都 d
重要 a
！ x
面对 v
这 r
情况 n
， x
我 r
一下子 m
急 v
得 ud
手足无措 i
。 x
下 f
午饭 n
我 r
连 u
一口 m
也 d
没 d
吃 v
。 x
我 r
一个 m
人 n
来到 v
体育场 n
后边 f
的 uj
小树林 nr
里 f
， x
焦躁 a
地 uv
转悠 v
着 uz
， x
走 v
着 uz
走 v
着 uz
， x
头 n
竟然 d
碰在 v
了 ul
一棵树 ns
干 v
上 f
。 x
我 r
抱住 v
这 r
树 v
忍不住 v
哭 v
了 ul
： x
薛峰 x
！ x
薛峰 x
！ x
你 r
现在 t
把 p
我 r
置入 v
了 ul
怎样 r
一种 m
境地 s
啊 zg
！ x
我 r
难道 d
听任 v
事情 n
就 d
这样 r
成为 v
现实 n
？ x
不 d
， x
这 r
是 v
无法 n
让 v
人 n
忍受 v
的 uj
。 x
我 r
不能 v
接受 v
这个 r
事实 n
。 x
我 r
决定 v
行 zg
系里 q
的 uj
领导 n
把 p
情况 n
问 n
清楚 a
再说 c
。 x
我 r
在 p
系 n
办公室 n
找到 v
了 ul
系主任 n
刘 zg
文林 n
副教授 n
。 x
副教授 n
一 m
见 v
我 r
， x
还 d
没等我 i
开口 n
， x
他 r
就 d
先 d
说 v
开 v
了 ul
： x
“ x
小 a
郑 ns
， x
我们 r
原来 d
就 d
想 v
让 v
你 r
留校 v
， x
你 r
自己 r
硬 a
说 v
不留 v
。 x
可 v
你 r
又 d
跑 v
到 v
教育局 n
找 v
人 n
， x
让 v
把 p
你 r
留在 v
学校 n
。 x
这 r
是 v
怎么回事 l
嘛 y
？ x
你 r
是 v
党员 n
， x
又 d
是 v
班长 n
， x
这样 r
折腾 v
， x
我们 r
的 uj
分配 vn
工作 vn
怎 r
进行 v
呀 y
？ x
我 r
怎么 r
也 d
想不到 l
， x
你 r
会 v
变成 v
这个 r
样子 n
… x
… x
唉 zg
， x
现在 t
的 uj
青年 t
怎 r
能 v
叫 v
人 n
尊重 a
和 c
信任 n
… x
… x
” x
头发 n
斑白 z
的 uj
副教授 n
扶 v
了 ul
扶 v
了 ul
眼镜框 n
， x
长叹 v
了 ul
一口气 i
。 x
我 r
眼里 s
旋转 v
着 uz
泪水 n
， x
一直 d
等 u
抢 v
把 p
话 n
说完 v
， x
才 d
对 p
他 r
说 v
： x
“ x
刘 zg
主任 b
， x
我 r
也 d
正是 d
为 p
这事 r
来 v
向 p
您 r
说明 v
情况 n
的 uj
。 x
我 r
并 c
没有 v
去 v
教育局 n
， x
也 d
并 c
没有 v
改变 v
我 r
原来 d
的 uj
主意 n
… x
… x
” x
副教授 n
瞪 v
大 a
眼睛 n
问 n
： x
“ x
那 r
这 r
是 v
怎么 r
一 m
回事 v
？ x
教育局 n
分配 vn
办公室 n
的 uj
高 n
主任 b
亲自 d
给 p
我 r
打 v
的 uj
电话 n
！ x
我 r
当时 t
就 d
对 p
她 r
说 v
， x
这个 r
学生 n
我们 r
原来 d
就 d
想 v
留校 v
， x
是 v
她 r
自己 r
不 d
愿留 v
… x
… x
” x
“ x
那 r
是 v
我 r
的 uj
男朋友 n
去 v
做 v
的 uj
工作 vn
。 x
” x
我 r
说 v
。 x
“ x
男朋友 n
， x
你 r
的 uj
男朋友 n
在 p
哪儿 r
？ x
” x
副教授 n
惊讶 a
地 uv
望 v
着 uz
我 r
。 x
“ x
在 p
省 n
师大 j
中文系 nt
， x
今年 t
也 d
毕业 n
。 x
他 r
想要 v
留在 v
省城 n
， x
因此 c
要 v
让 v
我 r
也 d
留下 v
。 x
” x
刘 zg
主任 b
眼睛 n
瞪 v
得 ud
更 d
大 a
了 ul
， x
一下子 m
不知 v
自己 r
该 r
说 v
什么 r
。 x
我 r
对 p
他 r
说 v
： x
“ x
您 zg
还是 c
按 p
原来 d
的 uj
方案 n
把 p
我 r
分到 v
我 r
要 v
去 v
的 uj
地方 n
。 x
让 v
李虹 x
留校 v
吧 y
， x
她 r
学 v
得 ud
也 d
很 d
好 a
。 x
再说 c
， x
她 r
家庭 n
有 v
困难 an
， x
这 r
您 r
也 d
知道 v
， x
应该 v
照顾 v
她 r
… x
… x
” x
刘 zg
主任 b
沉吟 v
了 ul
半天 m
， x
说 v
： x
“ x
就 d
我 r
个人 n
来说 u
， x
我会 n
尊重 a
你 r
的 uj
意见 n
的 uj
。 x
对不起 l
， x
小 a
郑 ns
， x
请原谅 v
我 r
误解 v
了 ul
你 r
。 x
请 v
相信 v
， x
我 r
仍 d
像 v
过去 t
一样 r
尊重 a
你 r
。 x
你 r
虽然 c
是 v
我 r
的 uj
学生 n
， x
但 c
这 r
四年 m
中 f
， x
我 r
在 p
你们 r
班上 s
最 d
看重 v
你 r
的 uj
品质 n
和 c
学业 n
… x
… x
不过 c
， x
你 r
不 d
知道 v
， x
教育局 n
主任 b
她 r
丈夫 n
， x
就是 d
省委 j
组织部长 n
老岳 nr
， x
曾经 d
是 v
我 r
过去 t
中学 n
时代 n
的 uj
校长 n
… x
… x
那 r
是 v
旧社会 n
的 uj
事 n
了 ul
。 x
他 r
爱人 n
向 p
我 r
打 v
过 ug
这个 r
招呼 v
， x
当时 t
我 r
也 d
答应 v
过 ug
， x
现在 t
你 r
既然 c
还 d
坚持 v
自己 r
原来 d
的 uj
意见 n
， x
我们 r
当然 d
会 v
尊重 a
的 uj
， x
但 c
我 r
应该 v
给 p
高建芳 nr
同志 n
解释一下 i
… x
… x
” x
我 r
从 p
刘 nr
主任 b
的 uj
办公室 n
出来 v
后 f
， x
太阳 ns
已经 d
沉入 v
城市 ns
西边 s
的 uj
一片 m
高楼 n
大夏 n
之间 f
。 x
几片 m
红云抹 nr
在 p
湛蓝 z
的 uj
天上 s
， x
预示 v
明天 t
又 d
将 d
是 v
一个 m
炎热 a
的 uj
日子 n
。 x
现在 t
我 r
无心 v
再 d
回到 v
宿舍 n
去 v
， x
我 r
要 v
立即 d
去 v
找 v
薛峰 x
。 x
李虹 x
的 uj
自行车 n
我 r
是 v
再 d
借 v
不到 v
了 ul
。 x
现在 t
只好 d
去 v
挤 v
公共汽车 nt
了 ul
。 x
经过 p
一番 m
转车 v
的 uj
周折 nr
， x
我 r
终于 d
踏进 v
了 ul
薛峰 x
的 uj
房间 n
。 x
我 r
进来 v
时 n
， x
他 r
和 c
一个 m
人 n
正在 t
商量 n
什么 r
小说 n
提纲 v
。 x
我 r
猜 v
这个 r
人 n
大概 d
就是 d
岳志明 x
。 x
我 r
原来 d
准备 v
一 m
进门 v
就 d
向 p
他 r
发火 v
的 uj
。 x
但 c
我 r
克制 v
住 v
了 ul
， x
因为 c
有生 v
人 n
。 x
薛峰 x
立刻 d
向 p
那个 r
人 n
介绍 v
说 v
： x
“ x
岳志明 x
， x
这 r
就是 d
我 r
的 uj
女朋友 n
， x
叫 v
郑小芳 x
。 x
” x
“ x
噢 e
！ x
” x
岳志明 x
叫 v
了 ul
一声 m
， x
认真 ad
地 uv
看 v
了 ul
我 r
一眼 m
， x
然后 c
站 v
起来 v
转身 v
对 p
薛峰 x
一 m
笑 v
： x
“ x
那 r
你们 r
谈 v
吧 y
， x
罢了 y
咱 r
再 d
研究 vn
。 x
” x
他 r
然后 c
很 d
有 v
礼貌 n
地 uv
对 p
我 r
点点头 v
， x
说 v
； x
“ x
你 r
在 p
。 x
” x
就 d
转身 v
出去 v
了 ul
。 x
岳志明 x
出去 v
后 f
， x
薛峰 x
从 p
桌角上 s
挂 v
的 uj
书包 n
里 f
掏出 v
一颗 m
苹果 n
， x
连同 a
刀子 n
一块 m
递给 v
我 r
。 x
我 r
接过 c
来 v
放在 v
一边 d
。 x
我 r
无心 v
吃 v
。 x
我 r
马上 d
问 v
他 r
： x
“ x
你 r
是否 v
找 v
过 ug
岳志明 x
他 r
妈 n
？ x
” x
我 r
明 t
知道 v
他 r
找 v
了 ul
， x
但 c
我 r
还是 c
这样 r
问 v
他 r
。 x
他 r
有点 n
惊讶 a
地问 n
： x
“ x
找 v
过 ug
了 ul
… x
… x
怎 r
啦 y
？ x
” x
我 r
说 v
： x
“ x
她 r
打电话 l
给 p
我们 r
系里 q
的 uj
领导 n
， x
让 v
我 r
留校 v
。 x
” x
薛峰 x
一下子 m
兴奋 v
地站 n
起来 v
， x
说 v
： x
“ x
啊呀 e
， x
岳志明 x
的话 u
说 v
对了 p
！ x
他 r
妈 n
可 v
真 d
他妈的 l
！ x
你 r
不 d
知道 v
， x
她 r
当时 t
曾 d
一本正经 d
地 uv
说 v
她 r
不能 v
办 v
这种 r
事 n
， x
想不到 l
这么 r
快 a
就 d
办 v
了 ul
。 x
这 r
真是 d
个 q
口是心非 i
的 uj
老太婆 nr
！ x
” x
他 r
的 uj
兴奋 v
加上 v
满嘴 ns
的 uj
油腔滑调 n
， x
一下子 m
更 d
让 v
我 r
生气 n
了 ul
。 x
我 r
忍不住 v
大声 m
说 v
： x
“ x
你 r
把 p
我 r
在 p
学校 n
都 d
弄 v
臭 a
了 ul
！ x
犬家 n
都 d
叫 v
我 r
是 v
口是心非 i
的 uj
伪君子 n
！ x
我 r
决不 d
留校 v
！ x
我 r
决不 d
改变 v
原来 d
的 uj
主意 n
！ x
” x
薛峰 x
脸上 s
的 uj
高兴 b
劲 n
顿时 d
一扫而光 i
。 x
他 r
不 d
理解 v
地 uv
望 v
着 uz
我 r
， x
似乎 d
惊讶 a
我 r
怎么 r
能 v
说出 v
这么些 r
话 n
来 v
。 x
老半天 t
， x
他 r
好像 v
才 d
反应 vn
过来 t
， x
说 v
， x
“ x
郑小芳 x
， x
我 r
好不容易 l
才 d
做 v
通了 p
工作 vn
… x
… x
再说 c
， x
我 r
去 v
《 x
北方 f
》 x
编辑部 n
的 uj
事 n
已经 d
基本 n
决定 v
了 ul
… x
… x
” x
我 r
气恼 a
地 uv
说 v
： x
“ x
那 r
你 r
留 v
你 r
的 uj
吧 y
！ x
反正 d
我 r
要 v
回去 v
！ x
” x
他 r
惶惑 a
地 uv
望 v
着 uz
我 r
， x
一下子 m
不知 v
该 r
说 v
什么 r
了 ul
。 x
看得出来 v
， x
他 r
准备 v
用 p
某种 r
雄辩 a
的 uj
高论 n
来 v
来 v
服 v
我 r
， x
但 c
一时 d
又 d
找 v
不到 v
这种 r
高论 n
。 x
我 r
自己 r
也 d
是 v
准备 v
了 ul
一套 m
来 v
说服 v
他 r
的 uj
， x
结果 n
也 d
只能 v
用 p
这么 r
简短 v
而 c
明确 ad
的 uj
语言 n
来说 u
出 v
我 r
的 uj
想法 v
。 x
此刻 r
， x
也许 d
实际上 d
双方 n
都 d
知道 v
对方 n
要说 c
些 q
什么 r
。 x
之所以 c
不 d
说 v
出来 v
， x
是因为 c
知道 v
说 v
出来 v
大概 d
也 d
等于 v
白 a
说 v
… x
… x
谁 r
也 d
说服 v
不了 v
谁 r
。 x
沉默 a
。 x
我们 r
都 d
可怕 c
地 uv
意识 n
到 v
， x
一道 m
鸿沟 n
已经 d
明显 a
地 uv
横在 v
了 ul
我们 r
中间 f
。 x
我们 r
很 d
难再 d
像 v
过去 t
那样 r
心 n
碰 v
心地 s
交流思想 n
和 c
感情 n
了 ul
。 x
在 p
过去 t
那 r
悠长 z
的 uj
甜蜜 a
的 uj
年 m
月 m
里 f
， x
我们 r
怎 r
能 v
想到 v
会 v
有 v
今天 t
这样 r
一种 m
场面 n
呢 y
？ x
不知不觉 i
中 f
， x
天 q
已经 d
黑 a
了 ul
。 x
薛峰 x
默默地 z
拉亮 nr
了 ul
电灯 n
。 x
灯光 n
照出 v
了 ul
他 r
忧郁 a
的 uj
脸 n
和 c
一双 m
恍惚 a
的 uj
眼睛 n
。 x
我 r
咬住 v
嘴唇 n
， x
强忍 a
着 uz
没 d
让 v
自己 r
的 uj
眼泪 n
流 n
出来 v
。 x
我 r
对 p
他 r
说 v
： x
“ x
你 r
再 d
去 v
给 p
岳志明 x
他 r
母亲 n
说一说 l
， x
我 r
不 d
留校 v
了 ul
… x
… x
” x
我 r
悲哀 a
地 uv
望 v
着 uz
我 r
， x
说 v
： x
“ x
怎 r
能 v
那样 r
哩 y
… x
… x
郑小芳 x
， x
你 r
再 d
好好 d
想一想 i
， x
你 r
别 d
折磨 v
我 r
了 ul
… x
… x
” x
我 r
看见 v
， x
原来 d
一个 m
刚直 d
的 uj
男子汉 n
， x
现在 t
已经 d
像 v
抽掉 v
了 ul
骨头 n
似的 u
， x
软绵绵 z
地站 n
在 p
那里 r
， x
我 r
的 uj
心 n
几乎 d
都 d
要碎 v
了 ul
。 x
不管怎样 l
， x
我 r
是 v
多么 r
爱 v
他 r
。 x
此刻 r
， x
我 r
多么 r
想用 v
我 r
全部 n
温柔 a
的 uj
情感 n
去 v
抚慰 v
他 r
。 x
但 c
不知 v
为什么 r
， x
我 r
嘴里 s
还是 c
生硬 a
地 uv
说 v
： x
“ x
我 r
想 v
了 ul
不知 v
多少 m
次 m
了 ul
， x
我 r
决不会 v
改变 v
自己 r
的 uj
主意 n
。 x
… x
… x
” x
我 r
看见 v
他 r
的 uj
眼睛 n
潮湿 a
了 ul
。 x
我 r
心疼 a
他 r
， x
站 v
起来 v
想 v
过去 t
在 p
他 r
的 uj
头发 n
上摸 v
一 m
摸 v
。 x
但他却 l
误认为 v
我 r
站 v
起来 v
是 v
准备 v
走 v
呀 y
， x
突然 ad
暴躁 a
地挥 n
着手 v
说 v
： x
“ x
你 r
走 v
吧 y
！ x
我 r
的 uj
脑袋 n
都 d
快 a
炸 v
了 ul
！ x
” x
我 r
一下子 m
呆住 v
了 ul
。 x
我 r
只好 d
强忍 a
着 uz
泪水 n
， x
出 v
了 ul
他 r
的 uj
房门 n
。 x
我 r
把 p
几滴 m
泪水 n
洒 v
在 p
师大 j
校门口 n
的 uj
公共汽车 nt
站上 s
， x
然后 c
跳 v
上车 n
， x
径直 d
向 p
省 n
教育局 n
赶 v
去 v
。 x
我 r
要 v
亲自 d
向 p
岳志明 x
的 uj
母亲 n
谈谈 vn
， x
让 v
她 r
重新 a
恢复 v
我 r
的 uj
分配 vn
单位 n
。 x
我 r
转 v
了 ul
好几路 m
车 zg
， x
带 v
着 uz
奔波 v
的 uj
疲倦 a
和 c
心灵 n
的 uj
痛苦 an
来到 v
省 n
教育局 n
。 x
我 r
走进 v
门房 n
准备 v
登记 v
。 x
看门 v
的 uj
老头 n
问 n
： x
“ x
你 r
干 v
啥 r
？ x
” x
我 r
说 v
： x
“ x
我 r
找 v
学生 n
分配 vn
办公室 n
的 uj
高 n
主任 b
。 x
” x
他 r
不高兴地 z
用 p
手指 n
了 ul
指 n
墙壁 s
上 f
的 uj
挂钟 n
。 x
我 r
抬头 v
看见 v
， x
已经 d
八点钟 m
了 ul
。 x
唉 zg
， x
我 r
已经 d
忘记 v
了 ul
时间 n
。 x
“ x
早 a
下班 v
了 ul
！ x
” x
老头 n
嘟囔 z
了 ul
一句 m
。 x
我 r
退出 v
了 ul
这个 r
大门 n
， x
又 d
来到 v
了 ul
街上 s
。 x
我 r
想 v
： x
只好 d
明天 t
一早 d
上班 v
后 f
再 d
来 v
这里 r
吧 y
。 x
六 m
（ x
薛峰 x
） x
昨天 t
， x
我 r
被 p
分配 vn
到 v
《 x
北方 f
》 x
编辑部 n
的 uj
消息 n
得到 v
了 ul
证实 n
。 x
从 p
系 n
领导 n
那里 r
和 c
编辑部 n
领导 n
那里 r
， x
我 r
都 d
亲自 d
打问 v
过 ug
了 ul
， x
一切都是 i
没有 v
疑问 v
的 uj
。 x
这就是说 l
， x
我 r
留在 v
了 ul
这 r
座 q
城市 ns
？ x
就是说 c
， x
我 r
做梦 v
都 d
不敢 d
想 v
的 uj
事 n
， x
一下子 m
就 d
变成 v
了 ul
事实 n
？ x
真让人 n
不敢相信 i
！ x
可 v
这 r
一切都是 i
真的 d
。 x
高兴 b
吗 y
？ x
当然 d
… x
… x
一个 m
二十出头 m
的 uj
青年 t
， x
能 v
在 p
这样 r
一个 m
蜚声 v
全国 n
的 uj
文学刊物 l
坐 v
一把 m
椅子 n
， x
多 m
荣幸 nr
！ x
多 m
不 d
容易 a
！ x
我 r
将 d
和 c
一些 m
谢 v
了 ul
顶 v
的 uj
或者 c
白 a
了 ul
头发 n
的 uj
老 n
编辑 n
坐在 v
一起 m
， x
进行 v
一种 m
让 v
别人 r
羡慕 v
的 uj
工作 vn
。 x
我 r
将 d
借 v
组稿 v
之 u
机 n
， x
跑遍 v
祖国 n
的 uj
名山大川 ns
， x
写出 v
许多 m
四处 m
传扬 v
的 uj
诗歌 n
， x
更 d
重要 a
的 uj
是 v
， x
由于 c
这个 r
位置 v
， x
我 r
的 uj
诗歌 n
就 d
更 d
容易 a
发表 v
。 x
真的 d
， x
只要 c
我 r
努力 ad
， x
说不定 l
在 p
几年 m
内 n
， x
我 r
的 uj
名字 n
就 d
会 v
被 p
全国 n
文艺界 n
和 c
广大读者 nz
所 c
熟悉 v
… x
… x
我 r
一整天 m
兴奋 v
得 ud
手足无措 i
。 x
体验 n
自己 r
的 uj
喜悦 a
需要 v
一种 m
与世隔绝 l
的 uj
环境 n
。 x
于是 c
我 r
这 r
一天 m
大部分 m
时间 n
都 d
呆 v
在 p
学校 n
西南角 f
的 uj
一片 m
小树林 nr
里 f
。 x
我 r
陶醉 nr
在 p
一种 m
难以 d
言语 nr
的 uj
愉快 a
之中 r
。 x
我 r
想到 v
了 ul
命运 n
与 p
机遇 n
； x
想到 v
了 ul
许多 m
得不到 v
答案 n
的 uj
神秘 a
的 uj
问题 n
… x
… x
当然 d
， x
我 r
要 v
感谢 v
岳志明 x
。 x
他 r
虽然 c
并 c
不 d
令 v
我 r
十分 m
钦佩 v
， x
但 c
他 r
毕竟 d
使 v
我 r
从 p
一种 m
固执 a
而 c
教条 n
的 uj
思想束缚 n
中 f
解脱 v
出来 v
。 x
他 r
给 p
了 ul
我 r
宝贵 nr
的 uj
启蒙 v
， x
使 v
我 r
重新 a
确定 v
了 ul
自己 r
的 uj
生活观念 n
， x
重新认识 l
了 ul
自我 r
存在 v
的 uj
价值 n
。 x
“ x
对 p
， x
起码 n
应该 v
在 p
西华饭店 x
请 v
他 r
吃 v
一顿 m
！ x
” x
我 r
想 v
。 x
不知 v
怎 r
稿 ng
的 uj
， x
我 r
分配 vn
到 v
《 x
北方 f
》 x
编辑部 n
的 uj
消息 n
这么 r
快 a
就 d
传开 v
了 ul
！ x
而且 c
大家 n
还 d
都 d
知道 v
是 v
岳志明 x
为 p
我 r
活动 vn
的 uj
。 x
为此 r
， x
我 r
当然 d
招惹 v
了 ul
许多 m
妒嫉 v
和 c
非议 n
。 x
大家 n
都 d
记起 v
了 ul
我 r
入学 n
时说 n
过 ug
的 uj
那些 r
豪言壮语 i
― x
― x
这 r
是 v
攻击 v
我 r
最 d
有力 n
的 uj
武器 n
。 x
因为 c
这 r
武器 n
是 v
我 r
自己 r
制造 v
的 uj
， x
现在 t
可以 c
反过来 d
对付 vn
我 r
了 ul
。 x
